Quanlity,Day,Sample,Abun
intermediate,0,yeast.machine.1,7.50E-05
intermediate,0,yeast.machine.2,0.0003
intermediate,0,yeast.machine.3,0.00074287
good,0,yeast.manual.1,0.000525
good,0,yeast.manual.10,0.001025
good,0,yeast.manual.11,0.0002
good,0,yeast.manual.2,0.0005
good,0,yeast.manual.3,0.000525
good,0,yeast.manual.4,0.0005
poor,0,yeast.manual.5,5.00E-05
poor,0,yeast.manual.6,2.50E-05
good,0,yeast.manual.7,0.000125
poor,0,yeast.manual.8,0
poor,0,yeast.manual.9,5.00E-05
