Quanlity,Day,Sample,Abun
intermediate,0,yeast.machine.1,2.50E-05
intermediate,0,yeast.machine.2,5.00E-05
intermediate,0,yeast.machine.3,9.69E-05
good,0,yeast.manual.1,0.000175
good,0,yeast.manual.10,0.000325
good,0,yeast.manual.11,0.0001
good,0,yeast.manual.2,7.50E-05
good,0,yeast.manual.3,0.0002
good,0,yeast.manual.4,0.00015
poor,0,yeast.manual.5,0
poor,0,yeast.manual.6,7.50E-05
good,0,yeast.manual.7,0
poor,0,yeast.manual.8,0
poor,0,yeast.manual.9,5.00E-05
