Quanlity,Day,Sample,Abun
good,0,wine.machine2.14..1,0.00035
good,0,wine.machine2.14..2,0.0002
good,0,wine.machine2.16,0.00045
good,0,wine.machine2.2,0.000275
good,0,wine.machine2.4,0.000575
good,0,wine.machine2.7..1,0.000475
good,0,wine.machine2.7..2,0.000375
good,0,wine.machine3.14..1,0.0017
good,0,wine.machine3.14..2,0.0011
good,0,wine.machine3.16,0
good,0,wine.machine3.2,0.003675
good,0,wine.machine3.4,0.00325
good,0,wine.machine3.7,0.0029
