Quanlity,Day,Sample,Abun
good,0,wine.machine2.14..1,0.010525
good,0,wine.machine2.14..2,0.0103
good,0,wine.machine2.16,0.01255
good,0,wine.machine2.2,0.012225
good,0,wine.machine2.4,0.014825
good,0,wine.machine2.7..1,0.0131
good,0,wine.machine2.7..2,0.011325
good,0,wine.machine3.14..1,0.00115
good,0,wine.machine3.14..2,0.00135
good,0,wine.machine3.16,0
good,0,wine.machine3.2,0.00325
good,0,wine.machine3.4,0.00235
good,0,wine.machine3.7,0.002025
